stage,causal_effect,std_error,p_value,r_squared,f_stat,f_p_value,grid_id,instrument,control_vars,significant
2,-18.722635369121104,3.253197835238652,2.3455543857454753e-08,0.6353498612221836,14.255356699097469,1.4327952135182966e-10,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",True
3,-19.970814655883952,5.182307452057088,0.00017662669647803666,0.6401149838926357,6.352688685550296,9.992393549181007e-05,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",False
4,-12.288315761340163,5.796509784227354,0.03777429309914116,0.6278544278183722,5.837729837569302,0.0004385779007105036,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",False
5,-7.647270927895178,4.196872627790448,0.07779239666782249,0.5929194120614292,4.733091425511082,0.004095658061955158,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",False
6,-1.0008348603114285,2.303429441572544,0.6693918780683835,0.7327482359872237,1.340165225874175,0.29563075673650685,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",False
1,-13.693214240672436,3.2170159809656624,2.578965502670121e-05,0.6403037637042648,37.31167756400823,1.337657203906524e-26,164,rank_diff,"['foreigners', 'distance', 'team_home']",True
2,-21.055476801048396,3.24577161594279,4.160141030304836e-10,0.4848915480464896,13.197136004446955,7.822703805592402e-10,164,rank_diff,"['foreigners', 'distance', 'team_home']",True
3,-19.153540012008754,4.333798474264531,1.9676305743445646e-05,0.5001681421928945,5.748713497652107,0.0002589615627409608,164,rank_diff,"['foreigners', 'distance', 'team_home']",False
4,-18.325137782437665,6.546980499227228,0.006713814528243742,0.39207236683288926,4.221404723770326,0.0041967482156824425,164,rank_diff,"['foreigners', 'distance', 'team_home']",False
5,-12.405902671265633,3.602641909956437,0.0016217313530068197,0.28018062994288484,4.376632129488386,0.0061821462247617885,164,rank_diff,"['foreigners', 'distance', 'team_home']",False
6,-7.438429879743435,2.3003035865277495,0.004880583885992126,0.5189352274610292,3.244977279727785,0.03767157865785605,164,rank_diff,"['foreigners', 'distance', 'team_home']",False
1,-26.378779520685352,2.696778687192344,1.9400437886573733e-20,0.6265482049981856,36.8326767848412,2.67578814936983e-26,165,rank_diff,"['foreigners', 'distance', 'extra_time']",True
2,-20.949759117606952,3.2642249181905783,6.174541767854211e-10,0.48364175913491414,12.985744528945796,1.1003362060248266e-09,165,rank_diff,"['foreigners', 'distance', 'extra_time']",True
3,-21.989079240626833,4.615343444857574,4.6842611248171735e-06,0.48584161010512694,5.26432701827883,0.0005583256676765499,165,rank_diff,"['foreigners', 'distance', 'extra_time']",False
4,-18.76498375859612,6.443524034045807,0.0048914756234393,0.3903707204179233,4.249034419380057,0.004034402000560624,165,rank_diff,"['foreigners', 'distance', 'extra_time']",False
5,-12.101246275125702,3.6483156682898517,0.002274762884303726,0.25976857324291647,4.369078825359733,0.006236904970108111,165,rank_diff,"['foreigners', 'distance', 'extra_time']",False
6,-7.716922044231561,2.5061169503792793,0.006800352509336254,0.45181863595334426,3.07693270890524,0.04460069144989823,165,rank_diff,"['foreigners', 'distance', 'extra_time']",False
1,-13.938182339804047,3.2192477745722488,1.8816063697466722e-05,0.6409231024908015,37.32508789148577,1.3119856151829074e-26,166,rank_diff,"['foreigners', 'team_home', 'extra_time']",True
2,-20.801217889411447,3.2247929585878805,5.131741079061919e-10,0.4836895234666878,13.058101710205518,9.789824434305248e-10,166,rank_diff,"['foreigners', 'team_home', 'extra_time']",True
3,-19.46865188005245,4.422702009332273,2.1130441854655823e-05,0.4860873961961333,5.726932075563846,0.00026804252985400287,166,rank_diff,"['foreigners', 'team_home', 'extra_time']",False
4,-17.66937074350821,6.461966513201809,0.00801657021582818,0.3949150415407975,4.137896114364079,0.0047289692707053,166,rank_diff,"['foreigners', 'team_home', 'extra_time']",False
5,-12.44506747442588,3.750829564329867,0.002268671049005302,0.2613544307594512,3.9626882093781846,0.01008147796534318,166,rank_diff,"['foreigners', 'team_home', 'extra_time']",False
