stage,2sls_iv,std_error,p_value,r_squared,f_stat,f_p_value,causal_effect,grid_id,instrument,control_vars,significant
6,0.882467603102433,1.7058494039735936,0.6130100619596075,0.11187958551555144,4.65130915328685,0.010373205905576506,0.4349060168435018,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",False
1,-18.619831087328315,3.6376622951178406,4.760384329284961e-07,0.07325202504484951,21.16862342916985,7.999917455566787e-19,-9.176400973836996,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",True
2,-1.775760850549872,0.9640101671952404,0.06656756438094849,0.021293879527511272,15.255369175669433,3.363635742667118e-13,-0.875147229954038,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",True
3,-0.36763512116433555,1.2836295128082982,0.7749960414244543,0.03516476543563418,8.425830400662132,5.499000654055368e-07,-0.18118141179943167,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",False
4,-1.758590912540166,1.250723782233056,0.16446929039199132,0.041102674803073835,10.0160717456683,3.8802761856464106e-07,-0.866685378977301,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",False
5,-2.6072210229056996,3.4342991302074894,0.45348447547322634,0.23209127675578867,4.141093210999463,0.005369550091601268,-1.2849152831403607,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",False
6,1.2040671319913923,1.551889796916472,0.4507335432055595,0.13650470220475286,5.32779914473924,0.00599277384728562,0.5933997333676301,151,team_better,"['total_value', 'distance', 'team_home', 'next_fixture_days']",False
1,-0.7950076767951062,1.2962350100382558,0.5400077872063345,0.017711733805046204,21.166702497523143,8.029602967767564e-19,-0.39180319012213316,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
2,-1.3945951671007275,0.9610435710825994,0.14790996729811196,0.010966833293135525,15.205135657650006,3.695699562955924e-13,-0.6872975586873451,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
3,-0.4982607305290956,1.3238907366749582,0.7072224530413669,0.0027838689634540614,8.15113553187959,9.003268877052294e-07,-0.24555755803625706,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
4,-1.8597603614147202,1.2411163737246795,0.1388554853440428,0.03627512957113865,10.163423026519654,3.189966204530021e-07,-0.9165446620621414,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
5,-3.8571405358854176,2.211470842352352,0.09104233309769878,0.1431998408880224,3.5701784218056147,0.011521162256174663,-1.900912419866841,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
6,1.2864228184188902,1.3983457649438307,0.373173453997127,0.11867635432467427,4.35564289017446,0.013358508686349704,0.6339870403947392,152,team_better,"['total_value', 'distance', 'extra_time', 'next_fixture_days']",False
1,-18.90256103655923,3.633039789761292,3.119259853311385e-07,0.08277280489707606,21.18112724378182,7.809362728675795e-19,-9.315738617088826,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",True
2,-1.6531591973046478,0.9510111733499581,0.08329915327953215,0.018737857280589187,15.038173380618286,5.055597238221242e-13,-0.8147255255380863,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",True
3,-0.1514865981951709,1.3097811232805225,0.9080905547605932,0.010576291235279367,8.362772511721627,6.156514658880898e-07,-0.07465705573169516,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",False
4,-1.7684694205333285,1.2466855743966851,0.1608111762849178,0.031431428814055584,10.136573054825721,3.305622997420653e-07,-0.8715537985641041,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",False
5,-4.279538886848836,2.6501897288539937,0.11648696220899771,0.19269202499491322,4.066120683521502,0.005926368948797366,-2.1090827636765503,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",False
6,1.309024304184059,1.5435320727092643,0.41066418982864394,0.12192999190315545,5.281600238243046,0.006213781185297397,0.6451257180236036,153,team_better,"['total_value', 'team_home', 'extra_time', 'next_fixture_days']",False
1,-18.12877581019508,3.466871467995,2.732447570844476e-07,0.07747007336778267,18.10208367740127,3.1939723954400756e-16,-8.934394475380635,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",True
2,-1.4226859468524231,0.7709778895857813,0.0660928219402053,0.02153185866327023,13.94143839851669,4.021280986521556e-12,-0.7011415220111975,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",True
3,-0.2072686353962585,0.9903661529801346,0.8345322847986753,0.036203073310911105,7.905327141566133,1.4026780051757937e-06,-0.10214808602589742,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",False
4,-1.2448525349083395,0.9791743651291239,0.20814229319702532,0.03605815703811255,9.390323989186436,9.025894979680288e-07,-0.6134999807485052,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",False
5,-0.959715574795064,1.1083704765421343,0.3932082469720579,0.2656647807425615,2.9993335020555487,0.02538900249686395,-0.4729760916654804,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",False
6,1.45700657006977,1.3031403568781699,0.28235477843437107,0.13895317020799214,5.056852604607107,0.007429853039782546,0.7180557356169636,154,team_better,"['distance', 'team_home', 'extra_time', 'next_fixture_days']",False
1,0.15652348552677903,1.700072605645164,0.9266889741198479,0.0519414255272207,17.893261919175874,1.9842221660831857e-18,0.07713938210716541,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",False
2,-1.95795649366688,0.9787501550244811,0.0464586885720055,0.0852981781274249,13.407263408547989,2.7245525616088716e-13,-0.9649386071736509,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",True
3,0.5504089773552151,1.3448204534224784,0.6829682529247533,0.06962028086429028,6.665196810431974,3.276019703697411e-06,0.27125774944587516,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",False
4,-1.9452631222722068,1.274147639553422,0.13175858562572346,0.10063626104890311,9.366732720464114,2.2872990321947598e-07,-0.9586829400260244,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",False
5,-2.695611919812559,2.3593362004502993,0.2622706117114719,0.25777602521240284,3.1554989961819184,0.016094894814245055,-1.3284769195832622,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",False
6,0.1644750060374519,2.1023515416690457,0.9388334230937257,0.1479485689932778,4.636276185934359,0.009866396325106922,0.08105812552730743,155,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'distance']",False
1,-17.515354206437575,3.9450144476496436,1.1623736788062682e-05,0.10528671222378239,17.89395712137608,1.9810725322687715e-18,-8.63208224839573,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",True
2,-2.185998417209108,0.9702838068011777,0.025071415838897642,0.09167518797206387,13.360401266237792,3.0200166055364425e-13,-1.0773243812149995,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",True
3,0.8296759205003889,1.3346659560532232,0.5352070660935786,0.07905108978422559,6.875406998213365,2.105169291710558e-06,0.40888872133916315,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",False
4,-1.889907769190569,1.272056641072026,0.14226530309586677,0.09714167907807403,9.18064513450823,3.0220293372879624e-07,-0.9314021922285256,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",False
5,-2.8706916413910113,2.8839549426827316,0.3275027111768698,0.3188163880359536,3.5674103047793326,0.008704995031018242,-1.4147613611582983,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",False
6,0.03924689236311685,1.9471411328187433,0.9842248826402955,0.14773881288903046,5.038857325218637,0.007079522117174084,0.019342024082381566,156,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'team_home']",False
1,0.8126337291022677,1.3468583006889767,0.5466102786074832,0.05921862428246061,17.89878079354406,1.9593565788474762e-18,0.40048982765379226,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",False
2,-1.9646310525162591,1.0138834104155117,0.053706741611127214,0.08482311138295173,12.67552358378605,1.3700172437307798e-12,-0.9682280262901893,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",True
3,0.6200924423194871,1.455207193417077,0.6706845350819894,0.0697195179964809,5.834332251287558,1.912991641599506e-05,0.30559981263428154,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",False
4,-1.8553805947447972,1.2103219482668943,0.1302133451064845,0.10015957086940652,9.221625535422914,2.8416770441997187e-07,-0.9143861840960114,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",False
5,-2.7943706021702233,2.752068922144725,0.31804849668343893,0.26877674753099423,2.3809608905294124,0.05320088329235485,-1.3771481059496344,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",False
6,0.2754968726276182,1.7086332964168585,0.8743846573471336,0.15966284117169016,2.6783752474015254,0.06440488238505618,0.13577297014201137,157,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'extra_time']",False
1,0.6336243274121144,1.3353280665370888,0.6353931840841731,0.05742648993767763,18.049458470862987,1.388982046178392e-18,0.3122687240201824,158,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'next_fixture_days']",False
2,-1.9624486685074958,1.0145600265097356,0.05413062329639687,0.0853062560226715,12.661105791998951,1.4145420508817175e-12,-0.9671524831958735,158,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'next_fixture_days']",True
3,0.6203480661982828,1.4583996325473259,0.6712352381163267,0.07006636796232446,5.914215868547154,1.612727529506802e-05,0.30572579160795293,158,team_better,"['team_size', 'foreigners', 'mean_age', 'total_value', 'next_fixture_days']",False
