Year,Round,Stage,Team_name,Team_id,Opponent_name,Opponent_id,Team_win
2011,Final,7,Cardiff,43,Liverpool,40,0.0
2011,Final,7,Liverpool,40,Cardiff,43,1.0
2011,Semi-finals,6,Crystal Palace,52,Cardiff,43,1.0
2011,Semi-finals,6,Cardiff,43,Crystal Palace,52,0.0
2011,Semi-finals,6,Cardiff,43,Crystal Palace,52,1.0
2011,Semi-finals,6,Crystal Palace,52,Cardiff,43,0.0
2011,Semi-finals,6,Manchester City,50,Liverpool,40,0.0
2011,Semi-finals,6,Liverpool,40,Manchester City,50,1.0
2011,Semi-finals,6,Liverpool,40,Manchester City,50,
2011,Semi-finals,6,Manchester City,50,Liverpool,40,
2011,Quarter-finals,5,Chelsea,49,Liverpool,40,0.0
2011,Quarter-finals,5,Liverpool,40,Chelsea,49,1.0
2011,Quarter-finals,5,Cardiff,43,Blackburn,67,1.0
2011,Quarter-finals,5,Blackburn,67,Cardiff,43,0.0
2011,Quarter-finals,5,Arsenal,42,Manchester City,50,0.0
2011,Quarter-finals,5,Manchester City,50,Arsenal,42,1.0
2011,Quarter-finals,5,Manchester United,33,Crystal Palace,52,0.0
2011,Quarter-finals,5,Crystal Palace,52,Manchester United,33,1.0
2011,8th Finals,4,Arsenal,42,Bolton,68,1.0
2011,8th Finals,4,Bolton,68,Arsenal,42,0.0
2011,8th Finals,4,Aldershot Town,1818,Manchester United,33,0.0
2011,8th Finals,4,Manchester United,33,Aldershot Town,1818,1.0
2011,8th Finals,4,Crystal Palace,52,Southampton,41,1.0
2011,8th Finals,4,Southampton,41,Crystal Palace,52,0.0
2011,8th Finals,4,Cardiff,43,Burnley,44,1.0
2011,8th Finals,4,Burnley,44,Cardiff,43,0.0
2011,8th Finals,4,Wolves,39,Manchester City,50,0.0
2011,8th Finals,4,Manchester City,50,Wolves,39,1.0
2011,8th Finals,4,Stoke City,75,Liverpool,40,0.0
2011,8th Finals,4,Liverpool,40,Stoke City,75,1.0
2011,8th Finals,4,Blackburn,67,Newcastle,34,1.0
2011,8th Finals,4,Newcastle,34,Blackburn,67,0.0
2011,8th Finals,4,Everton,45,Chelsea,49,0.0
2011,8th Finals,4,Chelsea,49,Everton,45,1.0
2011,3rd Round,3,Wolves,39,Millwall,58,1.0
2011,3rd Round,3,Millwall,58,Wolves,39,0.0
2011,3rd Round,3,Aldershot Town,1818,Rochdale,1339,1.0
2011,3rd Round,3,Rochdale,1339,Aldershot Town,1818,0.0
2011,3rd Round,3,Burnley,44,Milton Keynes Dons,1348,1.0
2011,3rd Round,3,Milton Keynes Dons,1348,Burnley,44,0.0
2011,3rd Round,3,Nottingham Forest,65,Newcastle,34,0.0
2011,3rd Round,3,Newcastle,34,Nottingham Forest,65,1.0
2011,3rd Round,3,Aston Villa,66,Bolton,68,0.0
2011,3rd Round,3,Bolton,68,Aston Villa,66,1.0
2011,3rd Round,3,Stoke City,75,Tottenham,47,1.0
2011,3rd Round,3,Tottenham,47,Stoke City,75,0.0
2011,3rd Round,3,Leeds,63,Manchester United,33,0.0
2011,3rd Round,3,Manchester United,33,Leeds,63,1.0
2011,3rd Round,3,Arsenal,42,Shrewsbury,1352,1.0
2011,3rd Round,3,Shrewsbury,1352,Arsenal,42,0.0
2011,3rd Round,3,Crystal Palace,52,Middlesbrough,70,1.0
2011,3rd Round,3,Middlesbrough,70,Crystal Palace,52,0.0
2011,3rd Round,3,Blackburn,67,Leyton Orient,1373,1.0
2011,3rd Round,3,Leyton Orient,1373,Blackburn,67,0.0
2011,3rd Round,3,Cardiff,43,Leicester,46,1.0
2011,3rd Round,3,Leicester,46,Cardiff,43,0.0
2011,3rd Round,3,Brighton,51,Liverpool,40,0.0
2011,3rd Round,3,Liverpool,40,Brighton,51,1.0
2011,3rd Round,3,Southampton,41,Preston,59,1.0
2011,3rd Round,3,Preston,59,Southampton,41,0.0
2011,3rd Round,3,Manchester City,50,Birmingham,54,1.0
2011,3rd Round,3,Birmingham,54,Manchester City,50,0.0
2011,3rd Round,3,Chelsea,49,Fulham,36,1.0
2011,3rd Round,3,Fulham,36,Chelsea,49,0.0
2011,3rd Round,3,Everton,45,West Brom,60,1.0
2011,3rd Round,3,West Brom,60,Everton,45,0.0
2011,2nd Round,2,Millwall,58,Morecambe,1375,1.0
2011,2nd Round,2,Morecambe,1375,Millwall,58,0.0
2011,2nd Round,2,Bury,1344,Leicester,46,0.0
2011,2nd Round,2,Leicester,46,Bury,1344,1.0
2011,2nd Round,2,Bournemouth,35,West Brom,60,0.0
2011,2nd Round,2,West Brom,60,Bournemouth,35,1.0
2011,2nd Round,2,Aston Villa,66,Hereford United,11932,1.0
2011,2nd Round,2,Hereford United,11932,Aston Villa,66,0.0
2011,2nd Round,2,Brighton,51,Sunderland,746,1.0
2011,2nd Round,2,Sunderland,746,Brighton,51,0.0
2011,2nd Round,2,Shrewsbury,1352,Swansea,76,1.0
2011,2nd Round,2,Swansea,76,Shrewsbury,1352,0.0
2011,2nd Round,2,Norwich,71,Milton Keynes Dons,1348,0.0
2011,2nd Round,2,Milton Keynes Dons,1348,Norwich,71,1.0
2011,2nd Round,2,Northampton,1337,Wolves,39,0.0
2011,2nd Round,2,Wolves,39,Northampton,1337,1.0
2011,2nd Round,2,Wycombe,1358,Nottingham Forest,65,0.0
2011,2nd Round,2,Nottingham Forest,65,Wycombe,1358,1.0
2011,2nd Round,2,Burnley,44,Barnet,1369,1.0
2011,2nd Round,2,Barnet,1369,Burnley,44,0.0
2011,2nd Round,2,Doncaster,1354,Leeds,63,0.0
2011,2nd Round,2,Leeds,63,Doncaster,1354,1.0
2011,2nd Round,2,Cardiff,43,Huddersfield,37,1.0
2011,2nd Round,2,Huddersfield,37,Cardiff,43,0.0
2011,2nd Round,2,QPR,72,Rochdale,1339,0.0
2011,2nd Round,2,Rochdale,1339,QPR,72,1.0
2011,2nd Round,2,Peterborough,1350,Middlesbrough,70,0.0
2011,2nd Round,2,Middlesbrough,70,Peterborough,1350,1.0
2011,2nd Round,2,Exeter City,1364,Liverpool,40,0.0
2011,2nd Round,2,Liverpool,40,Exeter City,1364,1.0
2011,2nd Round,2,Blackburn,67,Sheffield Wednesday,74,1.0
2011,2nd Round,2,Sheffield Wednesday,74,Blackburn,67,0.0
2011,2nd Round,2,Everton,45,Sheffield Utd,62,1.0
2011,2nd Round,2,Sheffield Utd,62,Everton,45,0.0
2011,2nd Round,2,Bolton,68,Macclesfield,1380,1.0
2011,2nd Round,2,Macclesfield,1380,Bolton,68,0.0
2011,2nd Round,2,Scunthorpe,1340,Newcastle,34,0.0
2011,2nd Round,2,Newcastle,34,Scunthorpe,1340,1.0
2011,2nd Round,2,Aldershot Town,1818,Carlisle,1371,1.0
2011,2nd Round,2,Carlisle,1371,Aldershot Town,1818,0.0
2011,2nd Round,2,Swindon Town,1353,Southampton,41,0.0
2011,2nd Round,2,Southampton,41,Swindon Town,1353,1.0
2011,2nd Round,2,Leyton Orient,1373,Bristol Rovers,1334,1.0
2011,2nd Round,2,Bristol Rovers,1334,Leyton Orient,1373,0.0
2011,2nd Round,2,Charlton,1335,Preston,59,0.0
2011,2nd Round,2,Preston,59,Charlton,1335,1.0
2011,2nd Round,2,Crystal Palace,52,Wigan,61,1.0
2011,2nd Round,2,Wigan,61,Crystal Palace,52,0.0
2011,1st Round,1,Rochdale,1339,Chesterfield,1345,1.0
2011,1st Round,1,Chesterfield,1345,Rochdale,1339,0.0
2011,1st Round,1,Port Vale,1351,Huddersfield,37,0.0
2011,1st Round,1,Huddersfield,37,Port Vale,1351,1.0
2011,1st Round,1,Rotherham,73,Leicester,46,0.0
2011,1st Round,1,Leicester,46,Rotherham,73,1.0
2011,1st Round,1,Hull City,64,Macclesfield,1380,0.0
2011,1st Round,1,Macclesfield,1380,Hull City,64,1.0
2011,1st Round,1,Hartlepool,1366,Sheffield Utd,62,0.0
2011,1st Round,1,Sheffield Utd,62,Hartlepool,1366,1.0
2011,1st Round,1,Exeter City,1364,Yeovil Town,1377,1.0
2011,1st Round,1,Yeovil Town,1377,Exeter City,1364,0.0
2011,1st Round,1,Leeds,63,Bradford,1343,1.0
2011,1st Round,1,Bradford,1343,Leeds,63,0.0
2011,1st Round,1,Hereford United,11932,Brentford,55,1.0
2011,1st Round,1,Brentford,55,Hereford United,11932,0.0
2011,1st Round,1,Doncaster,1354,Tranmere,1381,1.0
2011,1st Round,1,Tranmere,1381,Doncaster,1354,0.0
2011,1st Round,1,Wycombe,1358,Colchester,1361,1.0
2011,1st Round,1,Colchester,1361,Wycombe,1358,0.0
2011,1st Round,1,Walsall,1342,Middlesbrough,70,0.0
2011,1st Round,1,Middlesbrough,70,Walsall,1342,1.0
2011,1st Round,1,Southend,1341,Leyton Orient,1373,0.0
2011,1st Round,1,Leyton Orient,1373,Southend,1341,1.0
2011,1st Round,1,Stevenage,1368,Peterborough,1350,0.0
2011,1st Round,1,Peterborough,1350,Stevenage,1368,1.0
2011,1st Round,1,Barnsley,747,Morecambe,1375,0.0
2011,1st Round,1,Morecambe,1375,Barnsley,747,1.0
2011,1st Round,1,Portsmouth,1355,Barnet,1369,0.0
2011,1st Round,1,Barnet,1369,Portsmouth,1355,1.0
2011,1st Round,1,Accrington ST,1360,Scunthorpe,1340,0.0
2011,1st Round,1,Scunthorpe,1340,Accrington ST,1360,1.0
2011,1st Round,1,Derby,69,Shrewsbury,1352,0.0
2011,1st Round,1,Shrewsbury,1352,Derby,69,1.0
2011,1st Round,1,Oldham,1349,Carlisle,1371,0.0
2011,1st Round,1,Carlisle,1371,Oldham,1349,1.0
2011,1st Round,1,Bury,1344,Coventry,1346,1.0
2011,1st Round,1,Coventry,1346,Bury,1344,0.0
2011,1st Round,1,Burnley,44,Burton Albion,748,1.0
2011,1st Round,1,Burton Albion,748,Burnley,44,0.0
2011,1st Round,1,Preston,59,Crewe,1363,1.0
2011,1st Round,1,Crewe,1363,Preston,59,0.0
2011,1st Round,1,Nottingham Forest,65,Notts County,1376,1.0
2011,1st Round,1,Notts County,1376,Nottingham Forest,65,0.0
2011,1st Round,1,Brighton,51,Gillingham,1347,1.0
2011,1st Round,1,Gillingham,1347,Brighton,51,0.0
2011,1st Round,1,Bournemouth,35,Dagenham & Redbridge,1821,1.0
2011,1st Round,1,Dagenham & Redbridge,1821,Bournemouth,35,0.0
2011,1st Round,1,Ipswich,57,Northampton,1337,0.0
2011,1st Round,1,Northampton,1337,Ipswich,57,1.0
2011,1st Round,1,Cheltenham,1372,Milton Keynes Dons,1348,0.0
2011,1st Round,1,Milton Keynes Dons,1348,Cheltenham,1372,1.0
